R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,date,location,R_SIG_STR._ATT,R_SIG_STR._LANDED,B_SIG_STR._ATT,B_SIG_STR._LANDED,R_TOTAL_STR._ATT,R_TOTAL_STR._LANDED,B_TOTAL_STR._ATT,B_TOTAL_STR._LANDED,R_TD_ATT,R_TD_LANDED,B_TD_ATT,B_TD_LANDED,R_HEAD_ATT,R_HEAD_LANDED,B_HEAD_ATT,B_HEAD_LANDED,R_BODY_ATT,R_BODY_LANDED,B_BODY_ATT,B_BODY_LANDED,R_LEG_ATT,R_LEG_LANDED,B_LEG_ATT,B_LEG_LANDED,R_DISTANCE_ATT,R_DISTANCE_LANDED,B_DISTANCE_ATT,B_DISTANCE_LANDED,R_CLINCH_ATT,R_CLINCH_LANDED,B_CLINCH_ATT,B_CLINCH_LANDED,R_GROUND_ATT,R_GROUND_LANDED,B_GROUND_ATT,B_GROUND_LANDED,title_bout,weight_class,total_time_fought(sec),no_of_rounds,Red_win
Derrick Lewis,Ilir Latifi,0,0,0.4,0.41,0.0,0.42,0,0,0,2,0,0,Other,3,2020-02-08,0,50,20,12,5,58,27,77,62,1,0,7,3,39,12,8,2,10,8,1,1,1,0,3,2,38,12,8,3,12,8,4,2,0,0,0,0,0,Heavyweight,900,3,1
Trevin Giles,James Krause,0,0,0.47,0.55,0.0,0.25,1,4,3,1,1,0,Other,3,2020-02-08,0,148,71,80,44,167,88,98,59,0,0,4,1,139,63,49,18,7,6,12,8,2,2,19,18,92,36,74,39,16,7,6,5,40,28,0,0,0,Middleweight,900,3,1
Lauren Murphy,Andrea Lee,0,0,0.4,0.38,0.5,0.0,0,1,1,0,1,0,Other,3,2020-02-08,0,197,80,267,104,228,107,271,107,4,2,3,0,181,70,194,51,15,9,51,34,1,1,22,19,190,75,261,99,7,5,5,4,0,0,1,1,0,Women's Flyweight,900,3,1
Alex Morono,Khaos Williams,0,1,0.25,0.58,0.0,0.0,0,0,0,0,0,0,KO,1,2020-02-08,0,4,1,17,10,4,1,17,10,0,0,1,0,3,1,12,6,1,0,4,4,0,0,1,0,4,1,10,4,0,0,4,4,0,0,3,2,0,Welterweight,27,3,0
Miles Johns,Mario Bautista,0,1,0.29,0.26,0.0,0.0,0,0,0,0,0,0,KO,2,2020-02-08,0,44,13,67,18,44,13,67,18,0,0,0,0,42,11,64,18,0,0,0,0,2,2,3,0,44,13,57,9,0,0,0,0,0,0,10,9,0,Bantamweight,401,3,0
Domingo Pilarte,Journey Newson,0,1,0.25,0.6,0.0,0.0,0,0,0,0,0,0,Other,1,2020-02-08,0,4,1,10,6,4,1,13,7,0,0,0,0,3,0,10,6,1,1,0,0,0,0,0,0,2,0,5,1,2,1,0,0,0,0,5,5,0,Bantamweight,38,3,0
Andre Ewell,Jonathan Martinez,0,0,0.45,0.46,0.0,0.0,0,0,0,0,0,0,Other,3,2020-02-08,0,177,80,142,66,184,85,151,74,0,0,3,0,123,32,88,30,49,43,27,15,5,5,27,21,172,78,141,65,5,2,1,1,0,0,0,0,0,Bantamweight,900,3,1
Austin Lingo,Youssef Zalal,0,0,0.19,0.56,1.0,0.5,0,2,1,2,0,0,Other,3,2020-02-08,0,61,12,55,31,68,16,80,49,1,1,12,6,47,5,37,16,10,5,9,6,4,2,9,9,56,11,51,28,5,1,2,2,0,0,2,1,0,Featherweight,900,3,0
Curtis Blaydes,Junior Dos Santos,0,0,0.46,0.23,0.0,0.0,0,0,0,0,0,0,KO,2,2020-01-25,0,60,28,30,7,62,29,30,7,6,0,0,0,51,20,23,3,3,3,4,2,6,5,3,2,51,19,30,7,9,9,0,0,0,0,0,0,0,Heavyweight,366,5,1
Rafael Dos Anjos,Michael Chiesa,0,0,0.38,0.17,0.0,0.75,0,0,0,3,0,0,Other,3,2020-01-25,0,36,14,51,9,52,23,107,54,1,0,8,6,23,2,45,6,4,4,5,2,9,8,1,1,36,14,49,9,0,0,1,0,0,0,1,0,0,Welterweight,900,3,0
Jordan Espinosa,Alex Perez,0,0,0.15,0.22,0.0,1.0,0,1,0,1,0,0,Submission,1,2020-01-25,0,13,2,9,2,13,2,23,16,0,0,1,1,9,1,6,0,0,0,1,0,4,1,2,2,13,2,9,2,0,0,0,0,0,0,0,0,0,Flyweight,153,3,0
Hannah Cifers,Angela Hill,0,0,0.42,0.45,0.0,1.0,0,0,0,2,0,0,KO,2,2020-01-25,0,108,46,155,70,114,50,170,80,0,0,1,1,67,16,136,57,19,12,18,12,22,18,1,1,100,43,106,38,8,3,6,3,0,0,43,29,0,Women's Strawweight,566,3,0
Jamahal Hill,Darko Stosic,0,0,0.43,0.43,0.0,0.66,0,0,0,4,0,0,Other,3,2020-01-25,0,233,101,72,31,236,102,81,32,0,0,9,6,167,49,56,20,53,40,7,3,13,12,9,8,232,101,59,25,1,0,1,0,0,0,12,6,0,Light Heavyweight,900,3,1
Bevon Lewis,Dequan Townsend,0,0,0.43,0.43,0.0,0.0,0,0,0,0,0,0,Other,3,2020-01-25,0,82,36,65,28,146,94,99,55,3,0,0,0,56,16,42,7,20,14,19,18,6,6,4,3,58,22,50,16,24,14,15,12,0,0,0,0,0,Middleweight,900,3,1
Arnold Allen,Nik Lentz,0,0,0.48,0.28,0.0,0.0,0,0,0,0,0,0,Other,3,2020-01-25,0,131,63,172,49,137,68,190,63,1,0,9,0,124,58,140,25,7,5,23,16,0,0,9,8,128,61,162,42,3,2,10,7,0,0,0,0,0,Featherweight,900,3,1
Justine Kish,Lucie Pudilova,0,0,0.48,0.2,1.0,0.0,0,0,1,0,0,0,Other,3,2020-01-25,0,129,62,143,29,135,66,165,47,1,1,0,0,70,17,131,22,23,16,11,6,36,29,1,1,108,50,137,25,14,10,6,4,7,2,0,0,0,Women's Flyweight,900,3,1
Montel Jackson,Felipe Colares,1,0,0.72,0.25,0.73,0.12,0,3,3,1,0,0,Other,3,2020-01-25,0,103,75,28,7,130,96,31,8,15,11,8,1,91,64,17,2,10,9,8,4,2,2,3,1,47,32,23,6,55,43,5,1,1,0,0,0,0,Bantamweight,900,3,1
Sara McMann,Lina Lansberg,0,0,0.76,0.2,0.6,0.0,1,0,7,0,0,0,Other,3,2020-01-25,0,50,38,5,1,84,62,51,36,5,3,0,0,32,22,4,0,17,15,1,1,1,1,0,0,8,1,5,1,1,1,0,0,41,36,0,0,0,Women's Bantamweight,900,3,1
Brett Johns,Tony Gravely,0,0,0.76,0.59,0.66,0.71,3,0,4,2,1,0,Submission,3,2020-01-25,0,47,36,44,26,80,65,66,43,9,6,7,5,43,33,25,9,3,2,7,6,1,1,12,11,11,3,18,5,8,8,26,21,28,25,0,0,0,Bantamweight,773,3,1
Herbert Burns,Nate Landwehr,1,0,0.41,0.44,1.0,0.0,1,0,0,0,0,0,KO,1,2020-01-25,0,17,7,9,4,17,7,11,6,1,1,0,0,10,2,8,3,7,5,1,1,0,0,0,0,12,4,8,3,3,3,1,1,2,0,0,0,0,Featherweight,163,3,1
Conor McGregor,Donald Cerrone,1,0,0.73,0.0,0.0,0.0,0,0,0,0,0,0,KO,1,2020-01-18,1,26,19,1,0,27,20,1,0,0,0,0,0,25,19,0,0,1,0,1,0,0,0,0,0,7,3,1,0,3,3,0,0,16,13,0,0,0,Welterweight,40,5,1
Holly Holm,Raquel Pennington,0,0,0.48,0.48,0.0,0.5,0,0,0,0,0,0,Other,3,2020-01-18,1,62,30,78,38,129,81,95,55,3,0,2,1,33,12,43,9,18,9,30,27,11,9,5,2,50,20,46,10,12,10,32,28,0,0,0,0,0,Women's Bantamweight,900,3,1
Aleksei Oleinik,Maurice Greene,0,0,0.31,0.44,1.0,0.0,3,0,4,0,0,0,Submission,2,2020-01-18,1,22,7,29,13,46,25,54,38,3,3,0,0,19,4,25,10,2,2,2,1,1,1,2,2,16,4,26,10,0,0,3,3,6,3,0,0,0,Heavyweight,578,3,1
Brian Kelleher,Ode Osbourne,0,0,0.58,0.64,0.5,0.0,1,0,1,0,0,0,Submission,1,2020-01-18,1,12,7,14,9,34,28,25,19,2,1,0,0,9,5,14,9,1,0,0,0,2,2,0,0,5,3,8,3,0,0,1,1,7,4,5,5,0,Bantamweight,169,3,1
Anthony Pettis,Diego Ferreira,0,0,0.48,0.47,0.0,0.42,0,1,0,4,0,0,Submission,2,2020-01-18,1,45,22,53,25,51,28,74,43,0,0,7,3,33,12,43,18,11,9,6,4,1,1,4,3,41,18,39,16,3,3,4,3,1,1,10,6,0,Lightweight,406,3,0
Roxanne Modafferi,Maycee Barber,1,0,0.44,0.51,1.0,0.0,0,1,10,1,1,3,Other,3,2020-01-18,1,43,19,31,16,155,112,45,25,1,1,0,0,41,17,29,15,2,2,2,1,0,0,0,0,31,11,19,9,1,1,0,0,11,7,12,7,0,Women's Flyweight,900,3,1
Andre Fili,Sodiq Yusuff,0,0,0.33,0.47,0.42,0.0,0,1,0,5,0,1,Other,3,2020-01-18,1,145,49,155,73,152,56,177,90,7,3,0,0,129,36,131,54,12,10,15,10,4,3,9,9,140,46,120,50,4,3,5,3,1,0,30,20,0,Featherweight,900,3,0
Tim Elliott,Askar Askarov,0,0,0.42,0.48,0.27,0.0,0,0,1,2,0,0,Other,3,2020-01-18,1,111,47,150,73,157,86,173,96,11,3,7,0,67,15,131,57,24,18,5,4,20,14,14,12,90,35,127,57,21,12,9,8,0,0,14,8,0,Flyweight,900,3,0
Drew Dober,Nasrat Haqparast,1,0,0.5,0.63,0.0,0.0,0,0,1,0,0,0,KO,1,2020-01-18,1,26,13,11,7,26,13,11,7,0,0,0,0,24,12,7,3,2,1,2,2,0,0,2,2,15,2,11,7,0,0,0,0,11,11,0,0,0,Lightweight,70,3,1
Aleksa Camur,Justin Ledet,0,0,0.48,0.33,0.5,0.0,0,0,0,0,0,0,Other,3,2020-01-18,1,165,80,131,44,174,88,148,60,2,1,0,0,104,40,117,34,34,24,14,10,27,16,0,0,141,62,123,38,23,17,8,6,1,1,0,0,0,Light Heavyweight,900,3,1
Sabina Mazo,JJ Aldrich,0,0,0.36,0.4,0.0,0.0,0,0,0,0,0,0,Other,3,2020-01-18,1,323,118,144,58,327,121,156,69,0,0,0,0,258,66,125,45,34,29,13,10,31,23,6,3,292,92,132,49,31,26,12,9,0,0,0,0,0,Women's Flyweight,900,3,1
Frankie Edgar,Chan Sung Jung,0,1,0.64,0.76,0.0,0.0,0,0,0,1,0,0,KO,1,2019-12-21,0,14,9,60,46,14,9,97,79,2,0,0,0,11,6,60,46,1,1,0,0,2,2,0,0,14,9,18,8,0,0,0,0,0,0,42,38,0,Featherweight,198,5,0
Volkan Oezdemir,Aleksandar Rakic,0,0,0.43,0.51,0.0,0.11,0,1,0,0,0,0,Other,3,2019-12-21,0,144,63,147,75,199,118,162,87,0,0,9,1,105,28,116,49,18,14,18,16,21,21,13,10,122,47,126,57,22,16,21,18,0,0,0,0,0,Light Heavyweight,900,3,1
Dooho Choi,Charles Jourdain,1,2,0.44,0.49,0.0,0.0,0,0,0,0,0,0,KO,2,2019-12-21,0,94,42,129,64,96,44,140,75,0,0,0,0,80,30,84,38,11,9,37,23,3,3,8,3,80,36,115,52,8,3,4,4,6,3,10,8,0,Featherweight,572,3,0
Da-Un Jung,Mike Rodriguez,1,0,0.5,0.5,0.0,0.0,0,0,0,0,0,0,KO,1,2019-12-21,0,10,5,8,4,10,5,8,4,0,0,0,0,10,5,1,0,0,0,2,2,0,0,5,2,6,1,8,4,0,0,0,0,4,4,0,0,0,Light Heavyweight,64,3,1
Junyong Park,Marc-Andre Barriault,0,0,0.41,0.31,0.5,0.0,0,0,0,0,0,0,Other,3,2019-12-21,0,187,77,160,51,193,83,166,57,10,5,2,0,166,59,119,22,15,12,11,8,6,6,30,21,174,69,155,49,13,8,5,2,0,0,0,0,0,Middleweight,900,3,1
Kyung Ho Kang,Liu Pingyuan,0,0,0.5,0.47,0.42,0.0,0,0,2,0,0,0,Other,3,2019-12-21,0,40,20,53,25,153,108,149,114,7,3,0,0,37,17,42,16,2,2,2,2,1,1,9,7,26,8,33,8,0,0,0,0,14,12,20,17,0,Bantamweight,900,3,1
Ciryl Gane,Tanner Boser,0,0,0.4,0.3,0.0,0.0,0,0,0,0,0,0,Other,3,2019-12-21,0,160,65,104,32,160,65,104,32,1,0,0,0,125,36,83,13,27,22,6,5,8,7,15,14,151,57,104,32,9,8,0,0,0,0,0,0,0,Heavyweight,900,3,1
SeungWoo Choi,Suman Mokhtarian,1,0,0.5,0.41,0.0,0.0,0,0,2,0,0,0,Other,3,2019-12-21,0,187,95,79,33,254,158,115,67,0,0,1,0,151,66,47,14,33,26,19,8,3,3,13,11,112,48,74,29,39,25,3,2,36,22,2,2,0,Featherweight,900,3,1
Dong Hyun Ma,Omar Morales,0,1,0.26,0.35,0.0,1.0,0,0,0,3,0,0,Other,3,2019-12-21,0,56,15,89,32,63,21,123,60,0,0,1,1,43,6,78,22,5,2,10,9,8,7,1,1,56,15,69,20,0,0,0,0,0,0,20,12,0,Lightweight,900,3,0
Alexandre Pantoja,Matt Schnell,1,0,0.54,0.38,1.0,0.0,0,0,1,0,0,0,KO,1,2019-12-21,0,62,34,52,20,64,36,68,35,1,1,1,0,60,32,43,16,0,0,6,2,2,2,3,2,54,27,50,18,0,0,0,0,8,7,2,2,0,Flyweight,257,3,1
Raoni Barcelos,Said Nurmagomedov,0,0,0.42,0.31,0.4,0.0,0,0,4,0,0,0,Other,3,2019-12-21,0,100,42,172,55,112,52,200,77,5,2,2,0,61,16,131,24,16,8,18,10,23,18,23,21,85,32,162,49,9,5,5,2,6,5,5,4,0,Bantamweight,900,3,1
Miranda Granger,Amanda Lemos,0,0,0.5,0.66,0.0,1.0,0,1,0,1,0,0,Submission,1,2019-12-21,0,8,4,12,8,9,5,18,14,0,0,1,1,3,1,9,6,0,0,1,0,5,3,2,2,8,4,5,3,0,0,0,0,0,0,7,5,0,Women's Strawweight,223,3,0
Heili Alateng,Ryan Benoit,0,0,0.35,0.53,0.3,0.0,0,0,0,0,0,0,Other,3,2019-12-21,0,131,47,128,68,160,72,145,84,13,4,1,0,108,27,101,45,13,11,21,17,10,9,6,6,131,47,112,53,0,0,16,15,0,0,0,0,0,Bantamweight,900,3,1
Kamaru Usman,Colby Covington,2,0,0.48,0.36,0.0,0.0,0,0,0,0,0,0,KO,5,2019-12-14,1,360,175,395,143,360,175,395,143,0,0,0,0,279,116,341,103,74,53,39,28,7,6,15,12,340,156,395,143,5,5,0,0,15,14,0,0,1,Welterweight,1450,5,1
Max Holloway,Alexander Volkanovski,0,0,0.44,0.51,0.0,0.0,0,0,0,0,0,0,Other,5,2019-12-14,1,303,134,303,157,304,135,303,157,0,0,4,0,233,85,178,67,44,32,32,15,26,17,93,75,301,132,302,156,2,2,1,1,0,0,0,0,1,Featherweight,1500,5,0
Amanda Nunes,Germaine de Randamie,0,0,0.42,0.54,0.72,0.0,2,1,5,0,0,0,Other,5,2019-12-14,1,184,79,73,40,337,199,175,126,11,8,0,0,162,63,48,19,6,4,15,11,16,12,10,10,46,15,42,19,3,2,13,12,135,62,18,9,1,Women's Bantamweight,1500,5,1
Marlon Moraes,Jose Aldo,0,0,0.43,0.39,0.5,0.0,0,0,1,0,0,0,Other,3,2019-12-14,1,137,59,147,58,137,59,152,63,2,1,0,0,124,48,109,39,9,7,34,16,4,4,4,3,136,58,146,57,1,1,1,1,0,0,0,0,0,Bantamweight,900,3,1
Petr Yan,Urijah Faber,3,0,0.5,0.23,1.0,0.0,0,0,1,0,0,0,KO,3,2019-12-14,1,108,54,76,18,116,62,86,28,2,2,3,0,90,40,64,14,14,11,9,2,4,3,3,2,73,26,71,15,17,14,5,3,18,14,0,0,0,Bantamweight,643,3,1
Geoff Neal,Mike Perry,1,0,0.65,0.5,0.0,0.0,0,0,0,0,0,0,KO,1,2019-12-14,1,23,15,10,5,23,15,10,5,0,0,0,0,18,12,3,1,3,1,4,2,2,2,3,2,20,12,10,5,0,0,0,0,3,3,0,0,0,Welterweight,90,3,1
Ketlen Vieira,Irene Aldana,0,1,0.26,0.36,0.0,0.0,0,0,0,0,0,0,KO,1,2019-12-14,1,76,20,71,26,76,20,71,26,0,0,0,0,75,19,52,13,1,1,13,7,0,0,6,6,76,20,69,24,0,0,0,0,0,0,2,2,0,Women's Bantamweight,291,3,0
Ian Heinisch,Omari Akhmedov,0,0,0.51,0.33,0.3,0.5,0,0,0,1,0,0,Other,3,2019-12-14,1,103,53,166,55,121,70,180,69,10,3,4,2,62,26,139,41,27,13,23,10,14,14,4,4,94,46,159,48,6,4,7,7,3,3,0,0,0,Middleweight,900,3,0
Matt Brown,Ben Saunders,0,0,0.63,0.52,0.66,0.0,0,4,3,0,0,0,KO,2,2019-12-14,1,47,30,23,12,59,40,49,38,3,2,0,0,43,27,17,10,3,2,6,2,1,1,0,0,20,10,15,5,2,2,0,0,25,18,8,7,0,Welterweight,595,3,1
Chase Hooper,Daniel Teymur,0,0,0.55,0.33,0.33,0.0,2,1,2,0,0,0,KO,1,2019-12-14,1,36,20,6,2,70,37,6,2,3,1,0,0,32,17,6,2,3,2,0,0,1,1,0,0,4,3,4,2,1,1,0,0,31,16,2,0,0,Featherweight,274,3,1
Brandon Moreno,Kai Kara-France,0,0,0.32,0.35,0.0,0.0,0,0,0,0,0,0,Other,3,2019-12-14,1,276,91,231,82,276,91,231,82,0,0,0,0,261,78,194,57,14,12,17,10,1,1,20,15,276,91,231,82,0,0,0,0,0,0,0,0,0,Flyweight,900,3,1
Jessica Eye,Viviane Araujo,0,0,0.5,0.45,0.0,0.28,0,0,0,2,0,0,Other,3,2019-12-14,1,196,98,122,56,198,100,135,69,1,0,7,2,121,40,103,39,40,29,7,7,35,29,12,10,188,91,114,51,8,7,4,2,0,0,4,3,0,Women's Flyweight,900,3,1
Punahele Soriano,Oskar Piechota,2,0,0.59,0.47,1.0,0.0,0,0,2,0,0,1,KO,1,2019-12-14,1,44,26,17,8,46,26,20,11,1,1,0,0,37,20,11,4,7,6,4,3,0,0,2,1,19,10,12,3,3,2,4,4,22,14,1,1,0,Middleweight,197,3,1
Alistair Overeem,Jairzinho Rozenstruik,0,1,0.7,0.42,0.2,0.0,0,0,3,0,0,0,KO,5,2019-12-07,0,105,74,209,89,135,101,229,109,10,2,0,0,76,48,169,57,13,12,20,16,16,14,20,16,76,46,180,68,9,9,27,19,20,19,2,2,0,Heavyweight,1496,5,0
Marina Rodriguez,Cynthia Calvillo,0,0,0.4,0.6,0.0,0.75,0,0,0,7,0,0,Other,3,2019-12-07,0,140,56,130,78,145,61,173,112,0,0,4,3,110,30,90,51,20,18,26,17,10,8,14,10,117,39,72,30,23,17,2,2,0,0,56,46,0,Women's Strawweight,900,3,0
Stefan Struve,Ben Rothwell,0,1,0.68,0.57,0.0,0.0,0,0,0,0,0,0,KO,2,2019-12-07,0,77,53,101,58,87,63,114,71,1,0,1,0,39,18,83,41,22,20,13,13,16,15,5,4,70,46,66,33,7,7,29,20,0,0,6,5,0,Heavyweight,597,3,0
Aspen Ladd,Yana Kunitskaya,1,0,0.55,0.58,0.66,0.0,0,0,3,0,0,1,KO,3,2019-12-07,0,85,47,81,47,137,85,129,92,3,2,0,0,77,40,38,10,8,7,31,28,0,0,12,9,48,20,48,21,5,2,32,26,32,25,1,0,0,Women's Bantamweight,633,3,1
Cody Stamann,Song Yadong,0,0,0.61,0.28,0.41,0.0,0,0,6,0,0,1,Other,3,2019-12-07,0,67,41,105,30,150,117,127,49,12,5,0,0,57,34,94,21,8,5,3,2,2,2,8,7,47,23,99,27,0,0,2,1,20,18,4,2,0,Bantamweight,900,3,0
Rob Font,Ricky Simon,0,0,0.44,0.38,1.0,0.37,0,0,0,3,0,0,Other,3,2019-12-07,0,202,90,154,59,212,100,161,65,1,1,16,6,188,78,136,45,12,10,13,10,2,2,5,4,192,84,141,46,10,6,11,11,0,0,2,2,0,Bantamweight,900,3,1
Thiago Alves,Tim Means,0,1,0.5,0.56,0.0,0.0,0,1,0,0,0,0,Submission,1,2019-12-07,0,26,13,41,23,26,13,42,24,0,0,3,0,20,7,31,14,3,3,9,8,3,3,1,1,24,12,26,12,2,1,3,2,0,0,12,9,0,Welterweight,158,3,0
Billy Quarantillo,Jacob Kilburn,0,0,0.86,0.5,1.0,0.0,5,0,9,0,0,0,Submission,2,2019-12-07,0,86,74,6,3,165,139,9,6,1,1,0,0,74,63,2,0,10,9,4,3,2,2,0,0,2,2,5,2,4,4,1,1,80,68,0,0,0,Featherweight,498,3,1
Bryce Mitchell,Matt Sayles,0,0,0.85,0.5,1.0,0.0,1,0,5,0,0,0,Submission,1,2019-12-07,0,7,6,4,2,28,24,9,6,1,1,0,0,6,5,3,2,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,6,5,2,2,0,Featherweight,260,3,1
Joe Solecki,Matt Wiman,0,0,0.8,0.45,0.8,0.0,0,0,6,0,0,1,Other,3,2019-12-07,0,70,56,22,10,217,177,33,20,5,4,0,0,63,50,19,7,5,4,1,1,2,2,2,2,8,7,15,3,1,1,1,1,61,48,6,6,0,Lightweight,900,3,1
Virna Jandiroba,Mallory Martin,0,0,0.35,0.3,0.75,0.0,3,0,5,0,0,0,Submission,2,2019-12-07,0,20,7,30,9,35,20,39,17,4,3,0,0,15,4,27,6,5,3,3,3,0,0,0,0,17,5,27,7,3,2,3,2,0,0,0,0,0,Women's Strawweight,376,3,1
Makhmud Muradov,Trevor Smith,1,0,0.49,0.4,1.0,0.0,1,0,1,0,0,0,KO,3,2019-12-07,0,183,91,96,39,183,91,96,39,1,1,1,0,143,59,71,20,40,32,8,5,0,0,17,14,182,91,95,38,1,0,1,1,0,0,0,0,0,Middleweight,849,3,1
Jan Blachowicz,Jacare Souza,0,0,0.41,0.41,0.0,0.0,0,0,0,0,0,0,Other,5,2019-11-16,0,170,71,48,20,205,105,88,56,0,0,5,0,121,38,28,8,20,13,10,3,29,20,10,9,154,59,45,18,16,12,3,2,0,0,0,0,0,Light Heavyweight,1500,5,1
Mauricio Rua,Paul Craig,0,0,0.37,0.51,0.33,0.25,0,1,1,1,0,0,Other,3,2019-11-16,0,66,25,99,51,108,51,160,106,3,1,4,1,57,19,71,30,2,1,20,14,7,5,8,7,48,16,82,39,1,1,13,9,17,8,4,3,0,Light Heavyweight,900,3,0
Charles Oliveira,Jared Gordon,1,0,0.62,0.38,0.0,0.0,0,0,0,0,0,0,KO,1,2019-11-16,0,16,10,18,7,16,10,18,7,1,0,0,0,9,5,16,7,3,1,2,0,4,4,0,0,14,8,18,7,0,0,0,0,2,2,0,0,0,Lightweight,86,3,1
Antonio Arroyo,Andre Muniz,0,0,0.61,0.52,1.0,0.42,0,2,0,2,1,0,Other,3,2019-11-16,0,47,29,42,22,67,47,128,85,1,1,7,3,35,20,30,12,7,5,10,8,5,4,2,2,36,21,40,20,0,0,1,1,11,8,1,1,0,Middleweight,900,3,0
Markus Perez,Wellington Turman,0,0,0.51,0.4,0.0,0.22,0,0,0,1,0,0,Other,3,2019-11-16,0,96,49,120,48,103,56,132,59,1,0,9,2,72,33,103,35,21,13,12,8,3,3,5,5,67,26,91,23,26,21,21,19,3,2,8,6,0,Middleweight,900,3,0
Sergio Moraes,James Krause,0,3,0.41,0.58,0.25,0.0,0,0,1,1,0,1,KO,3,2019-11-16,0,99,41,174,102,100,42,200,125,4,1,0,0,91,36,148,79,6,3,10,7,2,2,16,16,99,41,166,97,0,0,0,0,0,0,8,5,0,Welterweight,859,3,0
Ricardo Ramos,Eduardo Garagorri,0,0,0.29,0.37,0.66,0.0,1,0,1,0,0,0,Submission,1,2019-11-16,0,34,10,16,6,36,12,16,6,3,2,0,0,23,3,11,3,4,3,4,3,7,4,1,0,33,9,16,6,0,0,0,0,1,1,0,0,0,Featherweight,237,3,1
Francisco Trinaldo,Bobby Green,0,0,0.25,0.43,0.5,1.0,1,0,0,4,0,0,Other,3,2019-11-16,0,122,31,115,50,127,36,135,67,2,1,2,2,100,20,77,27,14,5,24,13,8,6,14,10,109,26,106,43,13,5,2,1,0,0,7,6,0,Lightweight,900,3,1
Warlley Alves,Randy Brown,0,0,0.27,0.53,1.0,1.0,2,1,3,1,0,1,Submission,2,2019-11-16,0,11,3,30,16,18,8,38,24,3,3,1,1,8,1,23,11,0,0,4,3,3,2,3,2,9,1,18,9,0,0,5,3,2,2,7,4,0,Welterweight,382,3,0
Douglas Silva de Andrade,Renan Barao,0,0,0.45,0.36,0.0,0.22,0,0,0,1,0,0,Other,3,2019-11-16,0,163,74,158,58,190,100,241,140,0,0,9,2,127,51,115,31,27,15,25,14,9,8,18,13,156,68,147,49,4,4,8,7,3,2,3,2,0,Featherweight,900,3,1
Ariane Lipski,Isabela de Padua,1,0,0.49,0.35,0.0,0.66,1,1,2,0,1,0,Other,3,2019-11-16,0,63,31,42,15,224,175,128,90,0,0,3,2,58,27,42,15,4,4,0,0,1,0,0,0,45,18,26,6,0,0,0,0,18,13,16,9,0,Women's Flyweight,900,3,1
Vanessa Melo,Tracy Cortez,0,0,0.32,0.56,0.0,0.22,0,0,0,1,0,0,Other,3,2019-11-16,0,125,40,140,79,161,76,224,155,0,0,9,2,116,32,109,53,7,7,18,16,2,1,13,10,117,32,103,46,6,6,12,12,2,2,25,21,0,Women's Bantamweight,900,3,0
Zabit Magomedsharipov,Calvin Kattar,0,0,0.38,0.37,0.25,0.0,0,0,0,0,0,0,Other,3,2019-11-09,0,250,96,213,80,255,100,260,127,4,1,0,0,181,46,184,61,33,14,21,11,36,36,8,8,249,95,204,71,0,0,0,0,1,1,9,9,0,Featherweight,900,3,1
Alexander Volkov,Greg Hardy,0,0,0.56,0.34,0.0,0.0,0,0,0,0,0,0,Other,3,2019-11-09,0,152,86,135,46,152,86,140,51,0,0,2,0,101,44,92,23,32,26,29,13,19,16,14,10,152,86,135,46,0,0,0,0,0,0,0,0,0,Heavyweight,900,3,1
Zelim Imadaev,Danny Roberts,0,1,0.39,0.6,1.0,0.12,0,0,1,0,0,0,KO,2,2019-11-09,0,71,28,61,37,84,38,68,42,1,1,8,1,54,15,34,10,12,10,17,17,5,3,10,10,58,19,40,18,11,9,21,19,2,0,0,0,0,Welterweight,594,3,0
Khadis Ibragimov,Ed Herman,0,0,0.51,0.57,0.5,0.0,0,0,1,0,0,0,Other,3,2019-11-09,0,102,53,140,81,124,70,183,121,4,2,4,0,95,48,103,49,6,4,19,17,1,1,18,15,91,43,79,36,11,10,59,43,0,0,2,2,0,Light Heavyweight,900,3,0
Ramazan Emeev,Anthony Rocco Martin,0,0,0.32,0.29,0.0,0.0,0,2,0,0,0,0,Other,3,2019-11-09,0,92,30,140,41,105,43,148,48,9,0,0,0,84,26,119,22,4,2,0,0,4,2,21,19,86,24,140,41,6,6,0,0,0,0,0,0,0,Welterweight,900,3,0
Shamil Gamzatov,Klidson Abreu,0,0,0.46,0.41,0.0,0.5,0,0,0,0,0,0,Other,3,2019-11-09,0,138,64,78,32,158,82,95,47,1,0,2,1,59,10,48,11,34,23,15,7,45,31,15,14,138,64,76,31,0,0,1,1,0,0,1,0,0,Light Heavyweight,900,3,1
Magomed Ankalaev,Dalcha Lungiambula,1,0,0.65,0.23,0.33,0.0,0,0,1,0,0,0,KO,3,2019-11-09,0,67,44,26,6,123,91,33,13,3,1,2,0,45,28,23,4,16,12,3,2,6,4,0,0,44,23,25,5,5,4,1,1,18,17,0,0,0,Light Heavyweight,629,3,1
