fighter_name,DOB,Height,Reach,Stance,Weight
Jimmie Rivera,29-Jun-89,"5' 4""","68""",Orthodox,135 lbs.
Irwin Rivera,14-Feb-89,"5' 6""",,Southpaw,145 lbs.
Nicdali Rivera-Calanoc,12-Jun-85,"5' 3""",,,105 lbs.
Pedro Rizzo,3-May-74,"6' 1""",,Orthodox,241 lbs.
Justin Robbins,29-Jul-80,"5' 5""",,,135 lbs.
Kali Robbins,5-Jul-84,"5' 3""","63""",Orthodox,115 lbs.
Karl Roberson,4-Oct-90,"6' 1""","74""",Southpaw,185 lbs.
Andre Roberts,24-Feb-65,"6' 2""",,Orthodox,345 lbs.
David Roberts,15-Nov-75,"6' 1""",,Orthodox,170 lbs.
Joey Roberts,,"6' 2""",,,200 lbs.
Ryan Roberts,16-Jul-78,"5' 6""",,Orthodox,155 lbs.
Daniel Roberts,5-Aug-80,"5' 10""","74""",Southpaw,170 lbs.
Buddy Roberts,17-Oct-82,"6' 2""",,Orthodox,185 lbs.
Danny Roberts,14-Jul-87,"6' 1""","74""",Southpaw,170 lbs.
Roosevelt Roberts,11-Feb-94,"6' 2""","73""",Orthodox,155 lbs.
Kenny Robertson,14-Feb-84,"5' 10""","74""",Orthodox,170 lbs.
Gillian Robertson,17-May-95,"5' 5""","63""",Orthodox,125 lbs.
Chad Robichaux,18-Aug-75,"5' 4""",,,135 lbs.
Mark Robinson,,"6' 0""",,Orthodox,265 lbs.
Colin Robinson,27-Nov-68,"6' 4""",,Orthodox,243 lbs.
Alvin Robinson,16-Jul-82,"5' 9""","68""",Southpaw,155 lbs.
Vagner Rocha,6-Jun-82,"5' 10""","73""",Orthodox,155 lbs.
Carlos Eduardo Rocha,12-Jul-81,"5' 10""","70""",Orthodox,170 lbs.
Luke Rockhold,17-Oct-84,"6' 3""","77""",Southpaw,205 lbs.
Kevin Roddy,,"5' 11""",,,145 lbs.
Bruno Korea,28-Jun-91,"5' 6""","65""",,135 lbs.
Ricco Rodriguez,19-Aug-77,"6' 4""",,Orthodox,265 lbs.
Manuel Rodriguez,25-Apr-85,"5' 9""","68""",Orthodox,170 lbs.
Yair Rodriguez,6-Oct-92,"5' 11""","71""",Orthodox,145 lbs.
Mike Rodriguez,28-Nov-88,"6' 4""","82""",Southpaw,205 lbs.
Marina Rodriguez,29-Apr-87,"5' 6""","65""",Orthodox,115 lbs.
Daniel Rodriguez,31-Dec-86,"6' 1""","74""",Southpaw,170 lbs.
Ray Rodriguez,10-Dec-87,"5' 7""","69""",Orthodox,135 lbs.
Nick Roehrick,6-Jul-87,"6' 2""","75""",Orthodox,205 lbs.
Marcos Rogerio de Lima,25-Jun-85,"6' 1""","75""",Orthodox,253 lbs.
Brett Rogers,17-Feb-81,"6' 5""","81""",Orthodox,265 lbs.
Brian Rogers,15-Feb-84,"5' 11""",,,185 lbs.
Max Rohskopf,27-Sep-94,"6' 1""",,,155 lbs.
Shane Roller,14-Jul-79,"5' 10""","72""",Orthodox,155 lbs.
Jared Rollins,26-Jan-77,"5' 9""",,Orthodox,170 lbs.
Tim Roman,8-Jun-85,"6' 1""",,,170 lbs.
Alexander Romanov,11-Dec-90,"6' 0""",,,265 lbs.
Ricardo Romero,15-Apr-78,"6' 0""","76""",Orthodox,205 lbs.
Yoel Romero,30-Apr-77,"6' 0""","73""",Southpaw,185 lbs.
Mara Romero Borella,3-Jun-86,"5' 6""","69""",Orthodox,125 lbs.
Jesse Ronson,24-Dec-85,"5' 10""","72""",Southpaw,155 lbs.
George Roop,10-Nov-81,"6' 1""","72""",Orthodox,135 lbs.
Joao Roque,22-Jul-71,"5' 6""",,Orthodox,155 lbs.
Aaron Rosa,28-May-83,"6' 4""","78""",Orthodox,205 lbs.
Charles Rosa,24-Aug-86,"5' 9""","69""",Switch,145 lbs.
Karol Rosa,30-Dec-94,"5' 5""","67""",Orthodox,135 lbs.
Jacob Rosales,28-Jul-95,"5' 11""",,Orthodox,155 lbs.
Jake Rosholt,9-Feb-82,"6' 1""",,Orthodox,185 lbs.
Jared Rosholt,4-Aug-86,"6' 2""","75""",Orthodox,265 lbs.
Kevin Rosier,,"6' 4""",,Orthodox,275 lbs.
Zach Rosol,,,,,243 lbs.
Nick Rossborough,18-Nov-81,"6' 5""",,,205 lbs.
Kristian Rothaermel,31-Jan-72,"6' 0""",,Open Stance,205 lbs.
Ben Rothwell,17-Oct-81,"6' 4""","78""",Orthodox,265 lbs.
Rick Roufus,,"6' 0""",,Southpaw,207 lbs.
Khalil Rountree Jr.,26-Feb-90,"6' 1""","76""",Southpaw,205 lbs.
Ronda Rousey,1-Feb-87,"5' 7""","68""",Orthodox,135 lbs.
Philip Rowe,18-Jul-90,"6' 3""","80""",Orthodox,170 lbs.
Brandon Royval,16-Aug-92,"5' 9""","68""",Southpaw,125 lbs.
Jairzinho Rozenstruik,17-Mar-88,"6' 4""","78""",Orthodox,242 lbs.
Mauricio Rua,25-Nov-81,"6' 1""","76""",Orthodox,205 lbs.
Murilo Rua,22-May-80,"5' 11""",,Orthodox,185 lbs.
Marco Ruas,23-Jan-61,"6' 1""",,Orthodox,210 lbs.
Rodrigo Ruas,6-Oct-77,"5' 10""",,Orthodox,185 lbs.
Rodolfo Rubio,29-Jan-87,"5' 5""","66""",Orthodox,145 lbs.
Gabe Ruediger,29-Aug-77,"5' 10""",,Orthodox,155 lbs.
Eddie Ruiz,10-Jun-67,"5' 7""",,Orthodox,155 lbs.
Anthony Ruiz,3-Nov-77,"6' 2""",,Orthodox,205 lbs.
Paul Ruiz,23-Jun-87,"5' 6""",,,135 lbs.
Mike Russow,11-Sep-76,"6' 1""","73""",Orthodox,255 lbs.
Bas Rutten,24-Feb-65,"6' 1""",,Orthodox,205 lbs.
Yusup Saadulaev,31-Mar-85,"5' 6""",,,135 lbs.
Amir Sadollah,27-Aug-80,"5' 10""","74""",Orthodox,170 lbs.
Frankie Saenz,12-Aug-80,"5' 6""","66""",Orthodox,135 lbs.
Saparbeg Safarov,14-Oct-86,"6' 1""","78""",Orthodox,205 lbs.
Tarec Saffiedine,6-Sep-86,"5' 10""","70""",Switch,170 lbs.
Jason Saggo,23-Nov-85,"5' 11""","71""",Orthodox,155 lbs.
Ovince Saint Preux,8-Apr-83,"6' 3""","80""",Southpaw,230 lbs.
Lukasz Sajewski,27-Nov-90,"5' 8""","71""",Orthodox,155 lbs.
Yukio Sakaguchi,26-Jul-73,"5' 9""",,Orthodox,185 lbs.
Augusto Sakai,9-May-91,"6' 3""","77""",Orthodox,265 lbs.
Alessio Sakara,2-Sep-81,"6' 0""","72""",Orthodox,185 lbs.
Wataru Sakata,11-Mar-73,"5' 9""",,Southpaw,195 lbs.
Gokhan Saki,19-Oct-83,"6' 0""","73""",Orthodox,205 lbs.
Kazushi Sakuraba,14-Jul-69,"6' 0""",,Southpaw,185 lbs.
Hayato Sakurai,24-Aug-75,"5' 7""",,Orthodox,168 lbs.
Ryuta Sakurai,,"5' 7""",,Orthodox,183 lbs.
Justin Salas,13-Mar-82,"5' 8""","70""",Southpaw,155 lbs.
Ivan Salaverry,11-Jan-71,"6' 0""",,Orthodox,185 lbs.
Roman Salazar,21-Feb-88,"5' 7""","67""",Orthodox,135 lbs.
Muslim Salikhov,9-Jun-84,"5' 11""","70""",Orthodox,170 lbs.
Gabriel Salinas-Jones,20-Nov-84,"6' 1""",,,245 lbs.
Brandon Saling,28-Jan-86,"5' 10""",,,170 lbs.
Sean Salmon,11-Sep-77,"5' 10""",,Southpaw,185 lbs.
Boston Salmon,20-Nov-90,"5' 9""","69""",Southpaw,135 lbs.
John Salter,21-Mar-85,"6' 1""","74""",Southpaw,185 lbs.
Josh Samman,14-Mar-88,"6' 3""","79""",Orthodox,185 lbs.
Johnny Sampaio,11-Sep-75,"5' 8""",,Orthodox,170 lbs.
Joshua Sampo,24-Jul-84,"5' 4""","64""",Orthodox,125 lbs.
Diego Sanchez,31-Dec-81,"5' 10""","72""",Southpaw,170 lbs.
Eddie Sanchez,4-Nov-82,"6' 2""","74""",Orthodox,230 lbs.
Julian Sanchez,,"6' 3""",,Orthodox,300 lbs.
Donald Sanchez,18-Aug-84,"5' 10""",,,145 lbs.
Joby Sanchez,24-Jun-91,"5' 6""","68""",Orthodox,135 lbs.
Emmanuel Sanchez,11-Aug-90,"5' 9""",,,145 lbs.
Erick Sanchez,4-Oct-90,"5' 10""",,,145 lbs.
Andrew Sanchez,8-Apr-88,"6' 1""","74""",Orthodox,185 lbs.
Roberto Sanchez,5-Mar-86,"5' 6""","66""",Orthodox,125 lbs.
Luke Sanders,12-Dec-85,"5' 6""","67""",Southpaw,135 lbs.
Jerrod Sanders,1-Oct-79,"5' 8""","72""",Orthodox,135 lbs.
Cory Sandhagen,20-Apr-92,"5' 11""","70""",Switch,135 lbs.
Joseph Sandoval,11-May-86,"5' 7""",,Southpaw,135 lbs.
Hector Sandoval,19-Jul-86,"5' 2""","64""",Orthodox,125 lbs.
Chris Sanford,12-Mar-68,"5' 11""",,Orthodox,185 lbs.
Roldan Sangcha-an,4-Dec-90,"5' 4""","65""",Orthodox,125 lbs.
Yuhi Sano,2-Feb-65,"5' 11""",,Orthodox,243 lbs.
Jonathan Santa Maria,,"5' 9""",,,125 lbs.
Duda Santana,10-Jan-96,"5' 7""","73""",Orthodox,145 lbs.
Sean Santella,25-Oct-84,"5' 5""",,,125 lbs.
Jorge Santiago,9-Oct-80,"6' 1""","74""",Orthodox,170 lbs.
Mike Santiago,28-Jul-89,"5' 10""","69""",Orthodox,145 lbs.
Will Santiago,8-Feb-83,"5' 7""",,Orthodox,185 lbs.
Richie Santiago,10-Oct-92,"5' 7""","67""",Southpaw,135 lbs.
Jose Santibanez,18-Jan-80,,,,155 lbs.
Art Santore,26-Oct-72,"6' 2""",,,185 lbs.
Evangelista Santos,12-Dec-77,"5' 10""","76""",Orthodox,170 lbs.
Luis Santos,,"6' 1""",,Southpaw,170 lbs.
Iliarde Santos,25-Sep-80,"5' 5""","66""",Orthodox,125 lbs.
Leonardo Santos,5-Feb-80,"6' 0""","75""",Orthodox,155 lbs.
Thiago Santos,7-Jan-84,"6' 2""","76""",Orthodox,205 lbs.
Bruno Santos,17-Jul-87,"5' 9""","69""",Orthodox,185 lbs.
Gleristone Santos,20-Aug-88,"5' 9""",,,145 lbs.
Taila Santos,22-Jun-93,"5' 5""","68""",Orthodox,125 lbs.
Marilia Santos,12-Dec-92,"5' 4""",,Orthodox,125 lbs.
Nick Sanzo,,"5' 9""",,,190 lbs.
Bob Sapp,22-Sep-74,"6' 5""",,Orthodox,350 lbs.
Daniel Sarafian,21-Aug-82,"5' 9""","73""",Orthodox,185 lbs.
Diego Saraiva,23-Apr-82,"5' 6""",,Orthodox,155 lbs.
Harris Sarmiento,9-Sep-83,"5' 9""",,Orthodox,155 lbs.
Alexander Sarnavskiy,17-Jan-89,"5' 11""",,,155 lbs.
Yuki Sasaki,12-Sep-76,"6' 2""",,Orthodox,185 lbs.
Kyosuke Sasaki,,"5' 7""",,Southpaw,183 lbs.
Ulka Sasaki,7-Oct-89,"5' 10""","71""",Southpaw,125 lbs.
Paul Sass,4-Aug-88,"6' 0""","73""",Orthodox,155 lbs.
Masaaki Satake,17-Aug-65,"6' 1""",,Orthodox,220 lbs.
Takenori Sato,8-Jun-85,"5' 10""","71""",Southpaw,170 lbs.
Takashi Sato,9-Jun-90,"5' 10""","73""",Southpaw,170 lbs.
Jeimeson Saudino,5-Mar-91,"5' 6""",,,135 lbs.
Tom Sauer,11-Nov-70,"6' 1""",,,263 lbs.
Townsend Saunders,,"5' 5""",,Orthodox,170 lbs.
Ben Saunders,13-Apr-83,"6' 2""","77""",Orthodox,170 lbs.
Chris Saunders,11-Mar-86,"5' 8""",,,155 lbs.
Lumumba Sayers,30-Jun-78,"6' 0""",,,185 lbs.
Matt Sayles,21-Feb-94,"5' 7""","68""",Orthodox,145 lbs.
Eric Schafer,20-Sep-77,"6' 3""","75""",Orthodox,185 lbs.
Kerry Schall,9-Aug-71,"6' 2""",,Orthodox,265 lbs.
Eric Schambari,22-Apr-78,"5' 11""",,Orthodox,185 lbs.
Brendan Schaub,18-Mar-83,"6' 4""","78""",Orthodox,245 lbs.
Antonio Schembri,1-Jun-74,"5' 9""",,Orthodox,205 lbs.
Fabiano Scherner,30-Jun-72,"6' 3""",,Orthodox,257 lbs.
Samy Schiavo,24-Dec-75,"5' 8""",,Orthodox,155 lbs.
Pat Schilling,28-Aug-88,"5' 8""","69""",Orthodox,145 lbs.
Semmy Schilt,27-Oct-73,"6' 10""",,Orthodox,265 lbs.
Adam Schindler,19-May-83,"5' 8""",,,155 lbs.
Matt Schnell,15-Jan-90,"5' 8""","70""",Orthodox,125 lbs.
Alex Schoenauer,5-May-76,"6' 3""",,Orthodox,185 lbs.
Darrill Schoonover,18-Jul-85,"6' 2""",,Orthodox,220 lbs.
Lacey Schuckman,,"5' 3""",,,125 lbs.
Mark Schultz,,"5' 9""",,Orthodox,200 lbs.
Brian Schwartz,,"6' 3""",,Orthodox,170 lbs.
Justin Scoggins,2-May-92,"5' 7""","66""",Southpaw,125 lbs.
Bradley Scott,24-Jun-89,"6' 1""","76""",Orthodox,170 lbs.
Matt Secor,26-Sep-86,"6' 0""",,,170 lbs.
Neil Seery,30-Aug-79,"5' 4""","64""",Orthodox,125 lbs.
Ray Sefo,15-Feb-71,"6' 0""",,Orthodox,240 lbs.
Brendan Seguin,3-Jul-76,"6' 0""",,,185 lbs.
Stefan Sekulic,12-Feb-92,"6' 0""","75""",Southpaw,170 lbs.
Pete Sell,5-Aug-82,"5' 11""","75""",Orthodox,170 lbs.
Andrei Semenov,17-Jun-77,"6' 0""",,Orthodox,185 lbs.
Mackens Semerzier,3-Nov-80,"5' 9""","72""",Orthodox,145 lbs.
Brandon Sene,21-May-81,"5' 11""",,,205 lbs.
Ray Seraille,,"6' 3""",,,246 lbs.
Alex Serdyukov,24-May-80,"6' 2""","74""",Orthodox,170 lbs.
Matt Serra,2-Jun-74,"5' 6""","68""",Orthodox,170 lbs.
Nick Serra,27-Mar-78,"5' 9""",,Orthodox,170 lbs.
Adrian Serrano,23-Dec-63,"5' 8""",,,170 lbs.
Fredy Serrano,22-Sep-79,"5' 3""","65""",Orthodox,125 lbs.
Carl Seumanutafa,,"6' 1""",,Orthodox,255 lbs.
Dan Severn,8-Jun-58,"6' 2""",,Southpaw,250 lbs.
Rosi Sexton,16-Jul-77,"5' 3""","63""",Orthodox,135 lbs.
Edmen Shahbazyan,20-Nov-97,"6' 2""","74""",Orthodox,185 lbs.
Leon Shahbazyan,18-Nov-95,"6' 4""","74""",Orthodox,170 lbs.
Kamal Shalorus,27-Aug-72,"5' 8""","68""",Orthodox,155 lbs.
Ken Shamrock,11-Feb-64,"6' 1""","72""",Orthodox,205 lbs.
Frank Shamrock,8-Dec-72,"5' 10""",,Orthodox,185 lbs.
Eric Shelton,2-Feb-91,"5' 6""","68""",Orthodox,125 lbs.
Sean Sherk,5-Aug-73,"5' 6""","67""",Orthodox,155 lbs.
Chase Sherman,16-Nov-89,"6' 4""","78""",Orthodox,250 lbs.
Valentina Shevchenko,7-Mar-88,"5' 5""","66""",Southpaw,125 lbs.
Antonina Shevchenko,20-Nov-84,"5' 8""","67""",Southpaw,125 lbs.
Katsuyori Shibata,17-Nov-79,"6' 0""",,Orthodox,168 lbs.
Jake Shields,9-Jan-79,"6' 0""","72""",Orthodox,170 lbs.
Shunichi Shimizu,31-Jan-85,"5' 5""","66""",Orthodox,135 lbs.
Wade Shipp,9-Feb-75,"6' 3""",,Orthodox,245 lbs.
Raja Shippen,7-Oct-86,"5' 6""",,,145 lbs.
Yuya Shirai,2-Apr-80,"5' 8""",,Orthodox,168 lbs.
Wes Shivers,,"6' 8""",,,
Alexander Shlemenko,20-May-84,"5' 11""",,,185 lbs.
Josh Shockley,15-Nov-89,"6' 1""","74""",Orthodox,155 lbs.
Josh Shockman,29-Dec-80,"6' 4""",,Southpaw,235 lbs.
Akira Shoji,31-Jan-74,"5' 8""",,Orthodox,195 lbs.
Jack Shore,6-Feb-95,"5' 8""","71""",Orthodox,135 lbs.
Landon Showalter,14-Jun-76,"6' 0""",,,185 lbs.
Ivan Shtyrkov,9-Jun-88,"6' 0""","74""",Orthodox,205 lbs.
Brandon Shuey,1-Feb-76,"5' 7""",,Orthodox,155 lbs.
Sam Sicilia,1-Feb-86,"5' 8""","67""",Orthodox,145 lbs.
Kiril Sidelnikov,17-Aug-88,"5' 11""",,,230 lbs.
Steven Siler,15-Feb-87,"5' 11""","70""",Orthodox,145 lbs.
Siala Siliga,8-Oct-70,"6' 1""",,Orthodox,290 lbs.
Xavier Siller,6-Jun-94,"5' 5""",,,125 lbs.
Assuerio Silva,18-Jun-74,"5' 10""",,Orthodox,241 lbs.
Anderson Silva,14-Apr-75,"6' 2""","77""",Southpaw,185 lbs.
Wanderlei Silva,3-Jul-76,"5' 11""","74""",Orthodox,205 lbs.
Thiago Silva,12-Nov-82,"6' 2""","74""",Orthodox,205 lbs.
Paulo Cesar Silva,21-Jul-63,"7' 5""",,Orthodox,385 lbs.
Jean Silva,8-Oct-77,"5' 6""",,Orthodox,160 lbs.
Sidney Silva,27-Feb-72,"6' 3""",,Southpaw,170 lbs.
Antonio Silva,14-Sep-79,"6' 4""","80""",Orthodox,264 lbs.
Fabio Silva,31-Mar-82,"5' 11""",,Orthodox,205 lbs.
Erick Silva,21-Jun-84,"6' 0""","74""",Orthodox,170 lbs.
Leandro Silva,11-Nov-85,"5' 9""","72""",Orthodox,155 lbs.
Wagner Silva,7-Feb-87,"6' 0""","71""",Orthodox,170 lbs.
Rafael Silva,20-Mar-85,"5' 7""",,,135 lbs.
Joaquim Silva,5-Feb-89,"5' 8""","69""",Southpaw,155 lbs.
Felipe Silva,8-May-84,"6' 0""","77""",Orthodox,155 lbs.
Dayana Silva,27-Aug-90,"5' 7""",,Orthodox,135 lbs.
Bruno Silva,13-Jul-89,"6' 0""",,,185 lbs.
Gabriel Silva,26-Aug-94,"5' 6""","71""",Orthodox,135 lbs.
Douglas Silva de Andrade,22-Jun-85,"5' 7""","68""",Orthodox,145 lbs.
Leonardo Silva,23-Apr-92,"6' 2""",,Orthodox,185 lbs.
Elias Silverio,22-Sep-86,"5' 11""","73""",Orthodox,155 lbs.
Ricky Simon,31-Aug-92,"5' 6""","69""",Orthodox,135 lbs.
Aaron Simpson,20-Jul-74,"6' 0""","73""",Orthodox,170 lbs.
Wes Sims,4-Aug-79,"6' 10""",,Orthodox,260 lbs.
Tony Sims,14-Oct-85,"5' 11""","70""",Southpaw,155 lbs.
Everett Sims,4-Sep-88,"6' 5""","77""",Southpaw,260 lbs.
Lodune Sincaid,7-May-73,"5' 9""",,Orthodox,185 lbs.
Rob Sinclair,20-Feb-80,"5' 8""",,,155 lbs.
Rory Singer,28-May-76,"6' 2""","77""",Orthodox,185 lbs.
Elvis Sinosic,13-Feb-71,"6' 3""","77""",Orthodox,205 lbs.
Mitchell Sipe,9-Apr-96,"6' 2""",,Orthodox,245 lbs.
Yokthai Sithoar,25-Dec-74,"5' 7""",,,143 lbs.
Dennis Siver,13-Jan-79,"5' 6""","70""",Orthodox,145 lbs.
Chas Skelly,11-May-85,"5' 11""","72""",Orthodox,145 lbs.
Matt Skelton,23-Jan-67,"6' 3""",,Orthodox,265 lbs.
Joe Slick,17-Oct-77,"6' 0""",,Orthodox,199 lbs.
Ray Sloan,14-Jul-85,"6' 1""",,,205 lbs.
Kestutis Smirnovas,,"5' 10""",,Orthodox,200 lbs.
Maurice Smith,13-Dec-61,"6' 2""",,Orthodox,221 lbs.
Patrick Smith,28-Aug-63,"6' 2""",,Orthodox,225 lbs.
Scott Smith,21-May-79,"6' 0""","70""",Orthodox,185 lbs.
Eric Smith,,,,Southpaw,
Josh Smith,2-Jul-82,"6' 0""",,Orthodox,155 lbs.
Trevor Smith,5-Jan-81,"6' 3""","75""",Orthodox,185 lbs.
Anthony Smith,26-Jul-88,"6' 4""","76""",Orthodox,205 lbs.
Colton Smith,14-Aug-87,"6' 0""","71""",Orthodox,155 lbs.
Gilbert Smith,19-Oct-81,"5' 9""","75""",Southpaw,185 lbs.
Leslie Smith,17-Aug-82,"5' 9""","66""",Orthodox,135 lbs.
Devonte Smith,30-Jul-93,"5' 9""","76""",Orthodox,155 lbs.
Cole Smith,5-Apr-89,"5' 11""","67""",Orthodox,135 lbs.
Dmitrii Smoliakov,5-Aug-82,"6' 2""","74""",Switch,253 lbs.
Louis Smolka,16-Jul-91,"5' 9""","68""",Orthodox,135 lbs.
Richie Smullen,17-Aug-91,"5' 9""","68""",Orthodox,155 lbs.
Devin Smyth,21-Jul-95,"5' 10""","72""",Switch,170 lbs.
Denis Sobolev,,"6' 3""",,Orthodox,216 lbs.
Peter Sobotta,11-Jan-87,"6' 0""","75""",Southpaw,170 lbs.
Renato Sobral,7-Sep-75,"6' 1""","75""",Orthodox,205 lbs.
Rameau Thierry Sokoudjou,18-Apr-84,"5' 10""","78""",Orthodox,205 lbs.
Joe Solecki,27-Aug-93,"5' 9""","70""",Orthodox,155 lbs.
Joe Son,22-Nov-70,"5' 4""",,Orthodox,236 lbs.
Kenan Song,10-Mar-90,"6' 0""","71""",Orthodox,170 lbs.
Chael Sonnen,3-Apr-77,"6' 1""","74""",Southpaw,205 lbs.
Cody Sons,,"5' 9""",,,205 lbs.
Jinsoo Son,1-Apr-93,"5' 6""","69""",Orthodox,135 lbs.
Emiliano Sordi,15-Feb-91,"6' 2""",,Orthodox,205 lbs.
Sean Soriano,6-Oct-89,"5' 9""","70""",Orthodox,145 lbs.
Punahele Soriano,22-Nov-92,"5' 11""","72""",Southpaw,185 lbs.
Dmitry Sosnovskiy,6-Jul-89,"6' 3""","77""",Orthodox,240 lbs.
Ben Sosoli,10-Dec-89,"6' 0""","72""",Southpaw,265 lbs.
Krzysztof Soszynski,2-Aug-77,"6' 1""","77""",Open Stance,205 lbs.
George Sotiropoulos,9-Jul-77,"5' 10""","71""",Orthodox,155 lbs.
Greg Soto,3-Jun-86,"5' 11""","73""",Orthodox,170 lbs.
Alex Soto,15-Feb-84,"5' 8""","71""",Southpaw,135 lbs.
Joe Soto,22-Mar-87,"5' 6""","65""",Orthodox,135 lbs.
Andre Soukhamthath,23-Oct-88,"5' 9""","70""",Orthodox,135 lbs.
Bobby Southworth,16-Dec-69,"6' 2""",,Orthodox,205 lbs.
Jacare Souza,7-Dec-79,"6' 1""","72""",Orthodox,185 lbs.
Kevin Souza,17-Oct-84,"6' 0""","74""",Orthodox,145 lbs.
Livinha Souza,11-Mar-91,"5' 3""","63""",Orthodox,115 lbs.
Charon Spain,11-Mar-88,"5' 9""",,,155 lbs.
Chris Spang,26-Nov-87,"6' 2""",,Orthodox,170 lbs.
Andreas Spang,7-Nov-78,"6' 1""",,,185 lbs.
Ryan Spann,24-Aug-91,"6' 5""","79""",Orthodox,205 lbs.
Tommy Speer,20-Aug-84,"5' 10""","71""",Orthodox,170 lbs.
Patrick Speight,,"6' 1""",,Orthodox,170 lbs.
Sean Spencer,25-Jun-87,"5' 10""","75""",Orthodox,170 lbs.
Felicia Spencer,29-Nov-90,"5' 6""","68""",Orthodox,145 lbs.
Mario Sperry,28-Sep-66,"6' 2""",,Orthodox,205 lbs.
Eric Spicely,29-Sep-86,"6' 1""","73""",Orthodox,185 lbs.
Daniel Spitz,31-Jul-90,"6' 7""","82""",Orthodox,245 lbs.
Serghei Spivac,24-Jan-95,"6' 3""","78""",Orthodox,260 lbs.
Daniel Spohn,12-Oct-84,"6' 4""","79""",Southpaw,205 lbs.
Pete Spratt,9-Jan-71,"5' 9""",,Orthodox,170 lbs.
Austin Springer,12-May-87,"5' 8""","71""",Orthodox,145 lbs.
Georges St-Pierre,19-May-81,"5' 11""","76""",Orthodox,185 lbs.
Andreas Stahl,20-May-88,"5' 11""","73""",Orthodox,170 lbs.
Ron Stallings,25-Jan-83,"6' 2""","75""",Southpaw,170 lbs.
Cody Stamann,9-Nov-89,"5' 6""","64""",Orthodox,135 lbs.
Cristina Stanciu,29-Mar-94,"5' 3""","64""",Orthodox,115 lbs.
Brian Stann,24-Sep-80,"6' 1""","74""",Orthodox,205 lbs.
Josh Stansbury,19-Nov-84,"6' 2""","74""",Orthodox,205 lbs.
Dion Staring,9-Jun-78,"6' 1""",,Orthodox,235 lbs.
Clifford Starks,25-Apr-81,"6' 0""","77""",Orthodox,185 lbs.
Kalib Starnes,6-Jan-75,"6' 3""","74""",Orthodox,185 lbs.
Laureano Staropoli,27-Feb-93,"6' 1""","71""",Orthodox,170 lbs.
Damian Stasiak,20-Feb-90,"5' 5""","70""",Orthodox,135 lbs.
Dominique Steele,27-Jan-88,"5' 10""","74""",Orthodox,170 lbs.
Ricky Steele,26-May-88,"5' 9""","74""",Orthodox,135 lbs.
Eric Steenberg,22-Jun-83,,,,155 lbs.
Steve Steinbeiss,5-May-81,"6' 3""","75""",Orthodox,185 lbs.
Ray Steinbeiss,12-Sep-79,"5' 11""",,Orthodox,170 lbs.
Dmitri Stepanov,,"6' 3""",,Orthodox,217 lbs.
Jeremy Stephens,25-May-86,"5' 9""","71""",Orthodox,145 lbs.
Aljamain Sterling,31-Jul-89,"5' 7""","71""",Orthodox,135 lbs.
Joe Stevenson,15-Jun-82,"5' 7""","70""",Orthodox,145 lbs.
Maia Stevenson,19-Mar-82,"5' 4""","62""",Orthodox,115 lbs.
Darren Stewart,30-Dec-90,"6' 0""","74""",Orthodox,185 lbs.
Kyle Stewart,31-Jan-89,"6' 0""","76""",Orthodox,170 lbs.
Alex Stiebling,,"6' 2""",,Southpaw,205 lbs.
Tyler Stinson,17-Jan-86,"6' 3""",,,170 lbs.
Dan Stittgen,17-Nov-80,"6' 1""",,Orthodox,170 lbs.
Lazar Stojadinovic,22-Mar-89,"5' 7""","68""",Southpaw,145 lbs.
Denis Stojnic,2-Feb-80,"6' 0""",,Orthodox,245 lbs.
Julija Stoliarenko,8-Apr-93,"5' 7""","66""",,145 lbs.
Ken Stone,8-Oct-82,"5' 8""","71""",Southpaw,135 lbs.
Ryan Stonitsch,3-Feb-77,"5' 9""",,Southpaw,170 lbs.
Rick Story,28-Aug-84,"5' 9""","71""",Southpaw,170 lbs.
Darko Stosic,9-Feb-92,"6' 0""","76""",Orthodox,205 lbs.
Greg Stott,,"5' 7""",,Southpaw,220 lbs.
Curtis Stout,7-Nov-73,"6' 1""",,Southpaw,185 lbs.
Sam Stout,23-Apr-84,"5' 9""","70""",Orthodox,155 lbs.
Tim Stout,9-Feb-79,"5' 11""",,,185 lbs.
Dave Strasser,13-Jul-69,"5' 10""",,Orthodox,170 lbs.
Daniel Straus,27-Jul-84,"5' 7""",,,145 lbs.
Gerald Strebendt,1-Mar-79,"5' 9""",,Orthodox,155 lbs.
Sean Strickland,27-Feb-91,"6' 1""","76""",Orthodox,170 lbs.
Hans Stringer,6-Jul-87,"6' 3""","73""",Orthodox,205 lbs.
Stefan Struve,18-Feb-88,"6' 11""","84""",Orthodox,265 lbs.
Josh Stuart,,"5' 9""",,,160 lbs.
Mike Stumpf,1-Aug-86,"5' 10""","71""",,170 lbs.
Kyle Sturgeon,,"6' 3""",,Switch,225 lbs.
Tatiana Suarez,19-Dec-90,"5' 5""","66""",Southpaw,115 lbs.
Genki Sudo,8-Mar-78,"5' 9""",,Orthodox,155 lbs.
Takashi Sugiura,31-May-70,"5' 11""",,Southpaw,225 lbs.
Naho Sugiyuma,3-Feb-78,"5' 1""",,,105 lbs.
George Sullivan,13-Mar-81,"6' 0""","73""",Orthodox,170 lbs.
Amar Suloev,1-Jul-76,"5' 9""",,Orthodox,183 lbs.
Justin Sumter,16-Nov-89,"6' 2""","80""",Southpaw,185 lbs.
